Üniversite Adı,Üniversite Türü,Bölüm,İH 2023 Sayı,İH 2023 Oran,İH 2024 Sayı,İH 2024 Oran,İH 2025 Sayı,İH 2025 Oran,URL
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","1","% 10,0","1","% 9,1","https://yokatlas.yok.gov.tr/lisans.php?y=202512596"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","4","%8,5","2","% 4,3","3","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=202512603"
"İSTANBUL ESENYURT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","6","%15,0","1","% 11,1","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207590128"
"İSTANBUL ESENYURT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=207590772"
"İSTANBUL ESENYURT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=207590548"
"İSTANBUL GALATA ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%12,5","1","% 11,1","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810057"
"İSTANBUL GALATA ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","4","%11,8","2","% 6,5","1","% 2,6","https://yokatlas.yok.gov.tr/lisans.php?y=209810058"
"İSTANBUL GALATA ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209810101"
"İSTANBUL GEDİK ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%16,7","1","% 16,7","2","% 22,2","https://yokatlas.yok.gov.tr/lisans.php?y=201790220"
"İSTANBUL GEDİK ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%6,3","3","% 10,0","3","% 6,7","https://yokatlas.yok.gov.tr/lisans.php?y=201790262"
"İSTANBUL GEDİK ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201790348"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%13,3","1","% 10,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202790537"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%15,4","Bulunamadı","Bulunamadı","2","% 13,3","https://yokatlas.yok.gov.tr/lisans.php?y=202790538"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","3","%4,5","3","% 4,2","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202790539"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202790541"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","3","%5,7","2","% 4,2","1","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=202790542"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%8,3","1","% 7,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208710217"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","6","%8,3","6","% 8,2","5","% 6,7","https://yokatlas.yok.gov.tr/lisans.php?y=208710226"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","9","%18,0","1","% 12,5","2","% 25,0","https://yokatlas.yok.gov.tr/lisans.php?y=208750257"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208750362"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208750705"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208750712"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203090132"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","3","%6,5","1","% 2,1","2","% 3,9","https://yokatlas.yok.gov.tr/lisans.php?y=203090175"
"İSTANBUL KÜLTÜR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","2","% 25,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203090224"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%7,1","3","% 20,0","4","% 19,0","https://yokatlas.yok.gov.tr/lisans.php?y=203110123"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%7,7","3","% 20,0","1","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=203190076"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","9","%11,8","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203190140"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","10","%13,2","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203110229"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ  (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203190883"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ  (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203190876"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402327"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402334"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402341"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%11,1","2","% 20,0","1","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=204713056"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%3,9","1","% 2,0","3","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=204713065"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%11,1","1","% 12,5","1","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=204790570"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%2,4","3","% 7,1","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=204790571"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208151407"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208151365"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203210519"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%20,0","3","% 27,3","1","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=203210388"
"İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%18,2","1","% 6,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203211466"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","3","%33,3","Bulunamadı","Bulunamadı","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=209410012"
"İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%2,0","5","% 9,8","3","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=209410013"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=205090429"
"İSTANBUL TOPKAPI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=205090422"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%18,2","2","% 18,2","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206210185"
"İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","9","%16,7","3","% 5,6","5","% 8,5","https://yokatlas.yok.gov.tr/lisans.php?y=206210343"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","2","%13,3","4","% 28,6","3","% 18,8","https://yokatlas.yok.gov.tr/lisans.php?y=208410098"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","8","%9,4","3","% 3,5","10","% 10,2","https://yokatlas.yok.gov.tr/lisans.php?y=208410511"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%16,7","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208450755"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%2,9","1","% 2,9","2","% 5,9","https://yokatlas.yok.gov.tr/lisans.php?y=208450756"
"İZMİR EKONOMİ ÜNİVERSİTESİ (İZMİR)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203511241"
"İZMİR EKONOMİ ÜNİVERSİTESİ (İZMİR)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","1","% 2,6","1","% 2,6","https://yokatlas.yok.gov.tr/lisans.php?y=203511259"
"İZMİR TINAZTEPE ÜNİVERSİTESİ (İZMİR)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209610025"
"İZMİR TINAZTEPE ÜNİVERSİTESİ (İZMİR)","Vakıf","HEMŞİRELİK","4","%6,3","1","% 1,6","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=209610026"
"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (KOCAELİ)","Vakıf","HEMŞİRELİK","1","%12,5","3","% 27,3","1","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=209710012"
"KOCAELİ SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ (KOCAELİ)","Vakıf","HEMŞİRELİK","2","%4,4","2","% 3,6","2","% 3,4","https://yokatlas.yok.gov.tr/lisans.php?y=209710164"
"KOÇ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","4","%8,9","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203910845"
"KTO KARATAY ÜNİVERSİTESİ (KONYA)","Vakıf","HEMŞİRELİK","2","%33,3","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=204090615"
"KTO KARATAY ÜNİVERSİTESİ (KONYA)","Vakıf","HEMŞİRELİK","2","%14,3","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=204090601"
"KTO KARATAY ÜNİVERSİTESİ (KONYA)","Vakıf","HEMŞİRELİK","5","%7,0","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=204090608"
"LOKMAN HEKİM ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=208810050"
"LOKMAN HEKİM ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK","2","%3,9","2","% 3,9","2","% 3,9","https://yokatlas.yok.gov.tr/lisans.php?y=208810051"
"MUDANYA ÜNİVERSİTESİ (BURSA)","Vakıf","HEMŞİRELİK","2","%6,5","2","% 28,6","1","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=210000227"
"MUDANYA ÜNİVERSİTESİ (BURSA)","Vakıf","HEMŞİRELİK","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210000472"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ)","Vakıf","HEMŞİRELİK","1","%11,1","2","% 22,2","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204610275"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ)","Vakıf","HEMŞİRELİK","1","%3,1","3","% 16,7","3","% 15,0","https://yokatlas.yok.gov.tr/lisans.php?y=204610293"
"NUH NACİ YAZGAN ÜNİVERSİTESİ (KAYSERİ)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","2","% 6,9","2","% 7,4","https://yokatlas.yok.gov.tr/lisans.php?y=204610450"
"SANKO ÜNİVERSİTESİ (GAZİANTEP)","Vakıf","HEMŞİRELİK","1","%3,1","1","% 2,5","2","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=207710053"
"SANKO ÜNİVERSİTESİ (GAZİANTEP)","Vakıf","HEMŞİRELİK","2","%15,4","1","% 7,7","2","% 15,4","https://yokatlas.yok.gov.tr/lisans.php?y=207710062"
"SANKO ÜNİVERSİTESİ (GAZİANTEP)","Vakıf","HEMŞİRELİK","1","%2,8","1","% 3,6","1","% 3,3","https://yokatlas.yok.gov.tr/lisans.php?y=207710097"
"TOROS ÜNİVERSİTESİ (MERSİN)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","2","% 3,4","3","% 5,1","https://yokatlas.yok.gov.tr/lisans.php?y=205590076"
"TOROS ÜNİVERSİTESİ (MERSİN)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205590077"
"ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","9","%25,0","8","% 25,8","4","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=206510137"
"ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","1","%7,7","3","% 20,0","5","% 35,7","https://yokatlas.yok.gov.tr/lisans.php?y=206510401"
"ÜSKÜDAR ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","5","%11,1","3","% 6,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206552521"
"YEDİTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","3","% 23,1","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111809"
"YEDİTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK","5","%9,8","3","% 5,4","6","% 8,6","https://yokatlas.yok.gov.tr/lisans.php?y=206111818"
"YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK","1","%12,5","1","% 11,1","1","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=207910103"
"YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 50,0","https://yokatlas.yok.gov.tr/lisans.php?y=207910112"
"YÜKSEK İHTİSAS ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK","Bulunamadı","Bulunamadı","1","% 2,2","2","% 4,4","https://yokatlas.yok.gov.tr/lisans.php?y=207950084"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","1","%2,6","2","% 5,0","1","% 2,5","https://yokatlas.yok.gov.tr/lisans.php?y=300111986"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300112021"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","1","%8,3","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300190309"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","1","% 3,4","1","% 3,4","https://yokatlas.yok.gov.tr/lisans.php?y=300190311"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","1","% 2,8","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300190349"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 4,5","https://yokatlas.yok.gov.tr/lisans.php?y=300190454"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300710637"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","HEMŞİRELİK","2","%2,8","3","% 4,2","5","% 7,0","https://yokatlas.yok.gov.tr/lisans.php?y=300790063"
"KIBRIS AYDIN ÜNİVERSİTESİ (KIBRIS)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=302000248"
"KIBRIS AYDIN ÜNİVERSİTESİ (KIBRIS)","KKTC","HEMŞİRELİK","4","%9,3","2","% 4,8","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=302000255"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 7,7","https://yokatlas.yok.gov.tr/lisans.php?y=300411656"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","HEMŞİRELİK","Bulunamadı","Bulunamadı","2","% 4,3","2","% 4,3","https://yokatlas.yok.gov.tr/lisans.php?y=300411683"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","HEMŞİRELİK","1","%5,9","Bulunamadı","Bulunamadı","1","% 5,0","https://yokatlas.yok.gov.tr/lisans.php?y=300510709"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","HEMŞİRELİK","1","%1,1","3","% 3,2","6","% 6,7","https://yokatlas.yok.gov.tr/lisans.php?y=300590426"
"BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ (BURDUR)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","8","%9,8","8","% 9,5","5","% 6,8","https://yokatlas.yok.gov.tr/lisans.php?y=107310394"
"HARRAN ÜNİVERSİTESİ (ŞANLIURFA)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","26","%16,7","26","% 16,7","13","% 11,2","https://yokatlas.yok.gov.tr/lisans.php?y=105010394"
"KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ (KAHRAMANMARAŞ)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","6","%7,6","13","% 16,5","5","% 10,9","https://yokatlas.yok.gov.tr/lisans.php?y=106010531"
"SELÇUK ÜNİVERSİTESİ (KONYA)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","13","%15,7","12","% 14,3","10","% 15,6","https://yokatlas.yok.gov.tr/lisans.php?y=108910843"
"SİVAS CUMHURİYET ÜNİVERSİTESİ (SİVAS)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","9","%7,0","5","% 4,7","10","% 11,9","https://yokatlas.yok.gov.tr/lisans.php?y=102610688"
"TRAKYA ÜNİVERSİTESİ (EDİRNE)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","9","%8,7","5","% 4,7","3","% 3,6","https://yokatlas.yok.gov.tr/lisans.php?y=109410818"
"YOZGAT BOZOK ÜNİVERSİTESİ (YOZGAT)","Devlet","HEMŞİRELİK (YÜKSEKOKUL)","11","%13,4","10","% 11,9","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=102390119"
"DEMİROĞLU BİLİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","2","%12,5","1","% 7,1","4","% 23,5","https://yokatlas.yok.gov.tr/lisans.php?y=202610051"
"DEMİROĞLU BİLİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","2","%15,4","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202650623"
"DEMİROĞLU BİLİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","3","%11,1","3","% 8,8","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202650630"
"DEMİROĞLU BİLİM ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","11","%13,8","4","% 4,9","7","% 7,7","https://yokatlas.yok.gov.tr/lisans.php?y=202650632"
"DOĞUŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","1","%11,1","1","% 10,0","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=201290300"
"DOĞUŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","4","%7,8","4","% 7,8","8","% 15,7","https://yokatlas.yok.gov.tr/lisans.php?y=201290474"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203111184"
"İSTANBUL MEDİPOL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","1","%7,1","3","% 20,0","4","% 19,0","https://yokatlas.yok.gov.tr/lisans.php?y=203111175"
"KAPADOKYA ÜNİVERSİTESİ (NEVŞEHİR)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","2","%5,9","3","% 4,4","1","% 1,5","https://yokatlas.yok.gov.tr/lisans.php?y=203852027"
"KAPADOKYA ÜNİVERSİTESİ (NEVŞEHİR)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","1","%12,5","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203852020"
"MALTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","1","%9,1","1","% 8,3","1","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=204110589"
"MALTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","2","%15,4","2","% 14,3","1","% 2,8","https://yokatlas.yok.gov.tr/lisans.php?y=204111551"
"MALTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","2","%3,6","2","% 3,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204110402"
"UFUK ÜNİVERSİTESİ (ANKARA)","Vakıf","HEMŞİRELİK (YÜKSEKOKUL)","1","%4,2","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=205810173"
