Üniversite,Bölüm,İmam Hatip Sayısı,İmam Hatip Oranı,URL
"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=408810932"
"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (%25 İndirimli) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=408810939"
"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Hukuk Fakültesi)","HUKUK","1","% 100,0","https://yokatlas.yok.gov.tr/lisans.php?y=408811009"
"ADIYAMAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 6,1","https://yokatlas.yok.gov.tr/lisans.php?y=100210141"
"AFYON KOCATEPE ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=100410121"
"AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=100590064"
"AKDENİZ ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=100710118"
"AKSARAY ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=100810365"
"ANADOLU ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=101010052"
"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=111711597"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","2","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=110910100"
"ANKARA SOSYAL BİLİMLER ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=110910133"
"ANKARA ÜNİVERSİTESİ  (4 Yıllık)
(Dil ve Tarih Coğrafya Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=101110306"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=110010138"
"ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=110090228"
"ARDAHAN ÜNİVERSİTESİ  (4 Yıllık)
(İnsani Bilimler ve Edebiyat Fakültesi)","SOSYOLOJİ","3","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=101290149"
"ARTVİN ÇORUH ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=101310128"
"ATATÜRK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","4","% 9,8","https://yokatlas.yok.gov.tr/lisans.php?y=101410163"
"AYDIN ADNAN MENDERES ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=100310122"
"BALIKESİR ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=101510065"
"BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","5","% 11,9","https://yokatlas.yok.gov.tr/lisans.php?y=110670157"
"BARTIN ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=101610161"
"BATMAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=101710124"
"BAYBURT ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=101890035"
"BİNGÖL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=102010128"
"BİTLİS EREN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=102190023"
"BOĞAZİÇİ ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","6","% 19,4","https://yokatlas.yok.gov.tr/lisans.php?y=102270210"
"BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=100110169"
"BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=107310401"
"BURSA TEKNİK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=102410178"
"BURSA ULUDAĞ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=109710181"
"ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=102710218"
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 9,8","https://yokatlas.yok.gov.tr/lisans.php?y=102890298"
"DİCLE ÜNİVERSİTESİ  (4 Yıllık)
(Sezai Karakoç Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103090345"
"DOKUZ EYLÜL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","1","% 3,2","https://yokatlas.yok.gov.tr/lisans.php?y=103110803"
"DÜZCE ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","5","% 11,9","https://yokatlas.yok.gov.tr/lisans.php?y=103310485"
"EGE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103410112"
"ERCİYES ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=103510898"
"ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","5","% 15,6","https://yokatlas.yok.gov.tr/lisans.php?y=103610358"
"FIRAT ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,9","https://yokatlas.yok.gov.tr/lisans.php?y=103990392"
"GALATASARAY ÜNİVERSİTESİ (Fransızca) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 3,7","https://yokatlas.yok.gov.tr/lisans.php?y=104010043"
"GAZİANTEP ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=104290191"
"GAZİANTEP ÜNİVERSİTESİ (İngilizce) (KKTC Uyruklu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=104290521"
"GİRESUN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=104510365"
"GÜMÜŞHANE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=104710327"
"HACETTEPE ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=104810168"
"HARRAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","9","% 27,3","https://yokatlas.yok.gov.tr/lisans.php?y=105010385"
"HATAY MUSTAFA KEMAL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=107790346"
"İNÖNÜ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","8","% 22,9","https://yokatlas.yok.gov.tr/lisans.php?y=105310188"
"İSTANBUL MEDENİYET ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","10","% 23,8","https://yokatlas.yok.gov.tr/lisans.php?y=105410106"
"İSTANBUL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=105610282"
"İZMİR BAKIRÇAY ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=112910013"
"İZMİR DEMOKRASİ ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=111110161"
"İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=105710227"
"KARABÜK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=106190474"
"KARADENİZ TEKNİK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","2","% 6,5","https://yokatlas.yok.gov.tr/lisans.php?y=106210908"
"KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=106310104"
"KIRIKKALE ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=106690426"
"KIRKLARELİ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=106710181"
"KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=100690114"
"KİLİS 7 ARALIK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=106870418"
"KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=103210114"
"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","2","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=111570420"
"MANİSA CELÂL BAYAR ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=102590489"
"MARDİN ARTUKLU ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","2","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=107110078"
"MARMARA ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=107210305"
"MERSİN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=107410199"
"MERSİN ÜNİVERSİTESİ (KKTC Uyruklu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=107410727"
"MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=107510056"
"MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=107610161"
"MUNZUR ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109510111"
"MUŞ ALPARSLAN ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 11,1","https://yokatlas.yok.gov.tr/lisans.php?y=107810202"
"NECMETTİN ERBAKAN ÜNİVERSİTESİ  (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","5","% 15,6","https://yokatlas.yok.gov.tr/lisans.php?y=107010397"
"NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=108010216"
"NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","3","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=108190359"
"ONDOKUZ MAYIS ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","3","% 7,1","https://yokatlas.yok.gov.tr/lisans.php?y=108210859"
"ORDU ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","2","% 6,3","https://yokatlas.yok.gov.tr/lisans.php?y=108310301"
"ORTA DOĞU TEKNİK ÜNİVERSİTESİ (İngilizce) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=108410187"
"PAMUKKALE ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=108610167"
"SAKARYA ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=108810192"
"SAMSUN ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=112771183"
"SELÇUK ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","8","% 19,0","https://yokatlas.yok.gov.tr/lisans.php?y=108910367"
"SİİRT ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","6","% 18,8","https://yokatlas.yok.gov.tr/lisans.php?y=109010143"
"SİNOP ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=109110284"
"SİVAS CUMHURİYET ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","9","% 21,4","https://yokatlas.yok.gov.tr/lisans.php?y=102610201"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 9,5","https://yokatlas.yok.gov.tr/lisans.php?y=109290459"
"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","3","% 8,1","https://yokatlas.yok.gov.tr/lisans.php?y=107910388"
"TRABZON ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=112190277"
"TÜRK-ALMAN ÜNİVERSİTESİ  (4 Yıllık)
(Kültür ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=109610230"
"TÜRK-ALMAN ÜNİVERSİTESİ  (4 Yıllık)
(Kültür ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=109610231"
"UŞAK ÜNİVERSİTESİ  (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=109890237"
"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ  (4 Yıllık)
(Edebiyat Fakültesi)","SOSYOLOJİ","1","% 3,1","https://yokatlas.yok.gov.tr/lisans.php?y=110210215"
"YOZGAT BOZOK ÜNİVERSİTESİ  (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","5","% 15,6","https://yokatlas.yok.gov.tr/lisans.php?y=102310285"
"ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ  (4 Yıllık)
(Teoman Duralı İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","3","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=110390370"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200190026"
"ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200190027"
"ALTINBAŞ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202990414"
"ALTINBAŞ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202990421"
"ANTALYA BELEK ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İnsani Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210200353"
"ANTALYA BELEK ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İnsani Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210200346"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510101"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510119"
"BAHÇEŞEHİR ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200510128"
"BAŞKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611734"
"BAŞKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200611743"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200612353"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200612362"
"BAŞKENT ÜNİVERSİTESİ (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","1","% 100,0","https://yokatlas.yok.gov.tr/lisans.php?y=200611725"
"BAŞKENT ÜNİVERSİTESİ (İngilizce) (Ücretli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200612344"
"DOĞUŞ ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201211117"
"DOĞUŞ ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201211126"
"İBN HALDUN ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(İnsan ve Toplum Bilimleri Fakültesi)","SOSYOLOJİ","4","% 44,4","https://yokatlas.yok.gov.tr/lisans.php?y=208610112"
"İSTANBUL AREL ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202311097"
"İSTANBUL AREL ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202311104"
"İSTANBUL AYDIN ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202411757"
"İSTANBUL AYDIN ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202411775"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210301284"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Fen-Edebiyat Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=210301277"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İngilizce) (Burslu) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=202510122"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İngilizce) (%50 İndirimli) (4 Yıllık)
(Sosyal ve Beşeri Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202510546"
"İSTANBUL ESENYURT ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207510822"
"İSTANBUL ESENYURT ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(Sanat ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=207510849"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (Burslu) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202710905"
"İSTANBUL GELİŞİM ÜNİVERSİTESİ (%50 İndirimli) (4 Yıllık)
(İktisadi, İdari ve Sosyal Bilimler Fakültesi)","SOSYOLOJİ","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202710914"
